open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover,changeVl
19.38,20.43,19.84,19.15,74834.28,0.43,2.21,19.698,19.286,19.585,62017.34,60545.93,64838.78,1.87,1
19.59,19.73,19.41,19.37,36609.58,-0.1,-0.51,19.814,19.15,19.667,77144.65,59081.67,63934.34,0.92,-1
19.68,19.87,19.51,19.46,57796.91,-0.38,-1.91,19.644,19.013,19.771,77501.98,63612.39,67975.44,1.45,-1
19.81,19.9,19.89,19.0,53083.59,0.05,0.25,19.418,18.906,19.939,71659.2,70991.25,74598.25,1.33,1
20.46,20.48,19.84,19.7,87762.36,-0.58,-2.84,19.146,18.819,20.214,67217.95,74516.51,76881.48,2.2,-1
18.5,20.42,20.42,18.45,150470.83,1.86,10.02,18.874,18.775,20.455,59074.51,77760.81,74734.64,3.77,1
18.49,18.62,18.56,18.2,38396.23,0.18,0.98,18.486,18.824,20.652,41018.68,66723.25,71374.35,0.96,1
18.45,18.48,18.38,18.2,28583.0,-0.15,-0.81,18.382,19.098,20.979,49722.8,65474.61,74833.89,0.72,-1
18.5,18.68,18.53,18.35,30877.32,0.05,0.27,18.394,19.358,21.308,70323.3,66778.38,79041.32,0.77,1
18.53,18.85,18.48,18.45,47045.17,0.0,0.0,18.492,19.625,21.604,81815.08,67593.47,83580.19,1.18,0
17.98,18.86,18.48,17.88,60191.69,0.44,2.44,18.676,19.884,21.903,96447.11,69131.63,86520.48,1.51,1
18.11,18.5,18.04,17.55,81916.83,-0.4,-2.17,19.162,20.184,22.132,92427.81,68787.02,85714.37,2.05,-1
19.04,19.15,18.44,17.18,131585.48,-0.58,-3.05,19.814,20.528,22.395,81226.42,72338.49,84516.06,3.29,-1
19.48,19.92,19.02,18.98,88336.21,-0.38,-1.96,20.322,20.971,22.633,63233.47,78205.25,83376.12,2.21,-1
20.91,20.99,19.4,19.37,120205.35,-1.51,-7.22,20.758,21.609,22.837,53371.87,79246.45,84240.71,3.01,-1
21.3,21.39,20.91,20.85,40095.18,-0.39,-1.83,21.092,22.134,23.062,41816.15,71708.47,83446.9,1.0,-1
21.14,21.32,21.3,20.82,25909.87,0.32,1.52,21.206,22.479,23.23,45146.22,76025.45,88985.58,0.65,1
21.18,21.38,20.98,20.85,41620.73,-0.22,-1.04,21.242,22.86,23.359,63450.56,84193.17,92539.81,1.04,-1
20.85,21.38,21.2,20.82,39028.21,0.14,0.67,21.62,23.258,23.511,93177.02,91304.25,95251.12,0.98,1
21.58,21.59,21.07,20.75,62426.78,-0.38,-1.77,22.46,23.582,23.656,105121.04,99566.91,100852.01,1.56,-1
21.5,21.7,21.48,21.17,56745.53,0.01,0.05,23.176,23.921,23.765,101600.78,103909.33,105290.4,1.42,1
22.21,22.37,21.48,21.14,117431.54,-1.39,-6.08,23.752,24.079,23.785,106904.67,102641.72,105654.87,2.94,-1
25.0,25.1,22.87,22.87,190253.05,-2.54,-10.0,24.478,24.261,23.76,104935.77,96693.62,101556.52,4.76,-1
24.5,25.52,25.4,24.5,98748.28,0.76,3.08,24.896,24.294,23.678,89431.47,88546.99,93340.74,2.47,1
24.36,24.98,24.65,24.15,44825.48,0.32,1.31,24.704,24.064,23.47,94012.78,89234.97,89960.4,1.12,1
25.22,25.23,24.36,24.15,83265.02,-0.75,-2.99,24.666,23.989,23.304,106217.88,95185.34,89652.02,2.08,-1
24.9,25.3,25.11,24.5,107587.03,0.15,0.6,24.406,23.98,23.135,98378.77,101945.72,87931.19,2.69,1
24.48,25.4,24.96,24.23,112731.55,0.54,2.21,24.044,23.858,22.967,88451.48,100886.46,85490.95,2.82,1
24.4,24.79,24.44,23.63,121654.84,-0.03,-0.12,23.692,23.764,22.832,87662.5,99197.99,81887.8,3.04,-1
23.17,24.5,24.46,22.95,105850.97,1.41,6.12,23.424,23.73,22.741,84457.15,102137.11,80998.53,2.65,1
23.11,23.39,23.06,22.84,44069.47,-0.33,-1.41,23.312,23.609,22.637,84152.81,106671.47,79616.43,1.1,-1
23.17,23.65,23.3,22.8,57950.55,0.09,0.39,23.554,23.491,22.571,105512.66,108668.03,80235.56,1.45,1
23.16,23.51,23.2,22.65,108786.66,0.13,0.56,23.672,23.258,22.486,113321.44,106419.41,79787.09,2.72,1
23.8,23.99,23.1,23.0,105628.11,-0.78,-3.27,23.836,23.061,22.391,110733.47,98134.5,78653.5,2.64,-1
24.1,24.6,23.9,23.63,104329.24,-0.35,-1.44,24.036,22.876,22.279,119817.06,90685.84,78151.13,2.61,-1
23.78,24.75,24.27,23.51,150868.73,0.38,1.59,23.906,22.619,22.078,129190.13,84118.69,75081.12,3.78,1
24.1,24.2,23.89,23.05,96994.48,-0.15,-0.62,23.428,22.29,21.829,111823.39,73916.66,73016.45,2.43,-1
23.89,24.28,24.02,23.89,95846.8,-0.08,-0.33,22.844,22.076,21.694,99517.38,70095.45,70979.59,2.4,-1
23.25,24.56,24.1,22.8,151046.05,0.86,3.7,22.286,21.899,21.546,85535.53,64577.62,69375.01,3.78,1
21.61,23.58,23.25,21.61,151194.61,1.37,6.26,21.716,21.752,21.387,61554.62,59859.95,63998.56,3.78,1
21.15,21.98,21.88,21.04,64035.03,0.91,4.34,21.332,21.664,21.264,39047.25,52561.39,61276.05,1.6,1
21.15,21.34,20.97,20.78,35464.4,-0.26,-1.23,21.152,21.651,21.228,36009.93,51803.09,62688.67,0.89,-1
21.25,21.4,21.23,21.08,25937.57,0.04,0.19,21.308,21.714,21.275,40673.52,53154.78,62463.35,0.65,1
21.35,21.56,21.25,21.09,31141.48,-0.07,-0.33,21.512,21.72,21.309,43619.72,59172.49,64212.86,0.78,-1
21.14,21.35,21.33,20.81,38657.79,0.33,1.57,21.788,21.681,21.343,58165.29,65616.42,68310.29,0.97,1
21.99,22.09,20.98,20.96,48848.43,-0.77,-3.54,21.996,21.536,21.431,66075.53,66043.55,75505.4,1.22,-1
22.2,22.2,21.75,21.48,58782.33,-0.49,-2.2,22.15,21.368,21.594,67596.25,72116.23,79871.47,1.47,-1
22.43,22.75,22.25,22.13,40668.55,-0.39,-1.72,22.12,21.312,21.731,65636.04,71863.74,88363.74,1.02,-1
22.3,23.25,22.63,22.12,103869.33,0.26,1.16,21.928,21.193,21.768,74725.26,74172.39,93140.56,2.6,1
21.59,22.47,22.37,21.59,78209.0,0.61,2.8,21.574,21.022,21.775,73067.55,68137.18,93372.0,1.96,1
21.9,21.9,21.75,21.11,56452.05,0.18,0.83,21.076,20.864,21.799,66011.57,69990.7,101160.38,1.41,1
21.19,21.75,21.6,21.13,48981.25,0.31,1.46,20.586,20.804,21.855,76636.22,73574.24,111266.67,1.23,1
20.85,21.85,21.29,20.56,86114.68,0.43,2.06,20.504,20.836,21.813,78091.44,71771.93,109938.59,2.16,1
19.88,20.98,20.86,19.71,95580.75,0.98,4.93,20.458,20.897,21.784,73619.52,69253.23,107749.35,2.39,1
19.3,19.9,19.88,19.29,42929.14,0.59,3.06,20.47,21.005,21.795,63206.81,71004.17,105560.66,1.07,1
21.03,21.1,19.3,19.19,109575.26,-1.89,-8.92,20.652,21.325,21.888,73969.82,84967.25,105106.99,2.74,-1
21.06,21.53,21.19,20.8,56257.38,0.13,0.62,21.022,21.82,22.011,70512.26,87626.72,102171.52,1.93,1
20.95,21.5,21.06,20.94,63755.07,0.13,0.62,21.168,22.149,22.053,65452.41,104863.74,103074.72,2.18,1
20.78,20.96,20.92,20.62,43517.18,0.12,0.58,21.336,22.342,22.077,64886.94,112108.73,102700.67,1.49,1
21.16,21.31,20.79,20.44,96744.23,-0.35,-1.66,21.54,22.528,22.14,78801.53,118606.82,103774.32,3.31,-1
21.95,22.1,21.15,21.1,92287.46,-0.8,-3.65,21.998,22.734,22.207,95964.67,132330.06,103940.68,3.16,-1
21.8,22.06,21.92,21.6,30958.12,0.0,0.0,22.618,22.905,22.279,104741.17,148959.11,107169.56,1.06,0
22.1,22.3,21.9,21.58,60927.69,-0.03,-0.14,23.13,22.79,22.303,144275.06,148105.25,112482.09,2.09,-1
22.5,22.77,21.94,21.5,113090.14,-1.06,-4.61,23.348,22.67,22.348,159330.53,146245.48,118961.45,3.87,-1
23.92,24.06,23.08,22.6,182559.94,-1.14,-4.71,23.516,22.585,22.35,158412.12,140117.16,120647.63,6.25,-1
24.8,24.8,24.25,23.81,136169.94,-0.24,-0.98,23.47,22.451,22.263,168695.44,125246.74,115658.48,4.66,-1
23.2,24.94,24.48,23.0,228627.59,1.49,6.48,23.192,22.201,22.093,193177.05,116716.33,112294.72,7.83,1
22.74,24.07,22.99,22.74,136205.03,0.23,1.01,22.45,21.956,21.919,151935.44,101285.71,104605.53,4.66,1
22.57,23.48,22.78,22.57,108498.1,-0.07,-0.31,21.992,21.811,21.855,133160.42,93292.61,103590.2,3.71,-1
22.33,23.8,22.85,22.33,233976.56,0.0,0.0,21.654,21.752,21.773,121822.2,88941.81,102333.38,8.01,0
20.85,22.86,22.86,20.75,258577.98,2.08,10.01,21.432,21.679,21.713,81798.03,75551.31,97176.78,8.85,1
20.92,20.94,20.77,20.65,22419.51,0.07,0.34,21.21,21.653,21.665,40255.61,65380.0,90520.76,0.77,1
21.12,21.3,20.7,20.61,42329.96,-0.39,-1.85,21.462,21.816,21.735,50635.99,76858.93,98996.66,1.45,-1
21.87,21.87,21.09,21.0,51807.0,-0.67,-3.08,21.63,22.025,21.74,53424.79,91677.43,105053.36,1.77,-1
21.79,21.95,21.74,21.61,33855.69,-0.02,-0.09,21.85,22.115,21.708,56061.41,101178.1,107785.28,1.16,-1
21.8,22.03,21.75,21.53,50865.89,-0.26,-1.18,21.926,22.075,21.658,69304.58,106070.22,112279.59,1.74,-1
21.88,22.38,22.03,21.75,74321.39,0.49,2.27,22.096,21.985,21.627,90504.39,107873.1,119053.29,2.54,1
22.41,22.41,21.54,21.38,56274.0,-0.66,-2.97,22.17,21.882,21.659,103081.87,107925.36,130838.66,1.93,-1
22.08,22.4,22.19,21.8,64990.1,0.0,0.0,22.42,21.898,21.663,129930.07,113887.79,137326.92,2.22,0
22.6,22.6,22.12,21.99,100071.53,-0.57,-2.51,22.38,21.793,21.653,146294.79,115724.95,144255.63,3.43,-1
22.41,23.04,22.6,22.22,156864.94,0.23,1.03,22.224,21.747,21.545,142835.86,118802.26,146158.88,5.37,1
22.51,22.78,22.4,21.83,137208.8,-0.38,-1.67,21.874,21.677,21.37,125241.81,115661.52,146652.25,4.7,-1
21.81,23.0,22.79,21.81,190514.98,0.8,3.64,21.594,21.653,21.173,112768.84,121134.38,142950.65,6.52,1
21.6,22.38,21.99,21.18,146813.69,0.65,3.05,21.376,21.454,20.934,97845.51,118429.3,135559.48,5.03,1
20.77,21.6,21.34,20.71,82776.91,0.53,2.55,21.206,21.301,20.75,85155.12,114392.45,131203.14,2.83,1
21.09,21.25,20.85,20.77,68894.68,-0.16,-0.76,21.27,21.24,20.599,94768.66,118488.95,132369.09,2.36,-1
21.44,21.5,21.0,20.98,74843.92,-0.68,-3.14,21.48,21.269,20.44,106081.23,130233.48,131321.54,2.56,-1
21.14,21.7,21.7,20.8,115898.33,0.54,2.55,21.712,21.436,20.271,129499.93,153751.96,130282.63,3.97,1
21.41,21.55,21.14,20.8,83361.75,-0.52,-2.4,21.532,21.428,20.065,139013.09,160766.04,128541.96,2.85,-1
22.15,22.7,21.66,21.55,130844.6,-0.26,-1.19,21.396,21.512,19.905,143629.78,172786.32,129085.94,4.48,-1
21.79,22.0,21.9,21.31,125457.57,-0.23,-1.04,21.21,21.342,19.745,142209.25,173515.5,132014.14,4.29,-1
21.0,22.45,22.16,20.51,191937.39,1.39,6.69,21.058,21.062,19.583,154385.73,177642.97,128179.09,6.57,1
20.55,21.12,20.8,20.17,163464.12,0.38,1.86,21.16,20.693,19.323,178003.99,164766.92,118640.13,5.6,1
20.37,21.22,20.46,20.03,106445.22,-0.23,-1.11,21.324,20.413,19.054,182519.0,152689.66,111697.72,3.64,-1
20.92,21.74,20.73,20.52,123741.96,-0.39,-1.85,21.628,20.198,18.793,201942.85,148013.83,107654.54,4.24,-1
21.98,22.14,21.14,20.85,186339.94,-1.52,-6.71,21.474,19.957,18.494,204821.74,146249.24,102737.66,6.38,-1
21.82,23.35,22.67,21.3,310028.69,1.07,4.95,21.066,19.61,18.187,200900.22,132409.6,94574.0,10.61,1
22.15,22.78,21.62,21.2,186039.19,-0.36,-1.64,20.226,19.106,17.818,151529.85,106813.3,80121.39,6.37,-1
20.17,21.98,21.98,20.0,203564.47,2.0,10.01,19.502,18.701,17.524,122860.31,96317.88,72766.96,6.97,1
19.41,20.8,19.96,18.82,138136.42,0.87,4.56,18.768,18.298,17.196,94084.82,85385.57,64171.52,4.73,1
18.31,19.53,19.1,18.25,166732.31,0.63,3.41,18.44,18.147,16.958,87676.73,90512.78,60718.19,5.71,1
18.17,18.73,18.47,18.09,63176.86,0.48,2.67,18.154,18.103,16.809,63918.98,78715.21,57355.27,2.16,1
18.3,18.3,18.0,17.9,42691.51,-0.31,-1.69,17.986,17.952,16.644,62096.75,72513.33,56652.86,1.46,-1
18.0,18.52,18.31,18.0,59686.98,-0.01,-0.06,17.9,17.694,16.464,69775.44,70705.78,56000.3,2.04,-1
17.69,18.79,18.32,17.69,106095.98,0.64,3.62,17.828,17.387,16.249,76686.32,67295.25,54712.63,3.63,1
17.6,17.73,17.67,17.21,47943.58,0.04,0.23,17.854,17.03,16.076,93348.84,59226.09,51174.21,1.64,1
17.88,17.89,17.63,17.53,54065.69,0.05,0.28,18.052,16.764,15.945,93511.43,56738.41,51577.09,1.85,1
17.82,17.95,17.57,17.05,81084.98,-0.38,-2.12,17.918,16.529,15.901,82929.92,53429.48,51259.01,2.78,-1
18.0,18.5,17.95,17.71,94241.36,-0.52,-2.81,17.488,16.347,15.831,71636.11,49216.05,49125.79,3.23,-1
19.5,19.5,18.45,18.15,189408.58,-0.21,-1.12,16.946,16.094,15.758,57904.18,42957.48,46387.27,6.48,-1
18.66,18.66,18.66,18.41,48756.55,1.7,10.02,16.206,15.768,15.639,25103.33,30923.6,38378.63,1.67,1
16.96,16.96,16.96,16.96,1158.12,1.54,9.99,15.476,15.514,15.505,19965.38,35995.34,38266.72,0.04,1
15.24,15.51,15.42,15.12,24615.96,0.18,1.18,15.14,15.336,15.463,23929.04,40792.39,40814.65,0.84,1
15.02,15.55,15.24,15.02,25581.68,0.5,3.39,15.206,15.234,15.473,26795.98,41294.81,41075.53,0.88,1
14.97,14.97,14.75,14.49,25404.35,-0.26,-1.73,15.242,15.111,15.463,28010.79,42130.01,41207.64,0.87,-1
15.25,15.41,15.01,15.01,23066.78,-0.26,-1.7,15.33,15.121,15.491,36743.87,43122.33,41836.92,0.79,-1
15.48,15.6,15.28,15.15,20976.41,-0.47,-2.98,15.552,15.126,15.498,52025.3,46415.77,42688.1,0.72,-1
15.5,15.77,15.75,14.8,38950.69,0.28,1.81,15.532,15.272,15.457,57655.74,49088.54,42748.5,1.33,1
15.17,15.75,15.42,15.17,31655.71,0.25,1.65,15.262,15.315,15.397,55793.65,49035.54,42909.74,1.08,1
15.84,16.15,15.19,15.0,69069.78,-0.92,-5.71,14.98,15.421,15.331,56249.24,49817.06,42683.49,2.36,-1
15.1,16.71,16.12,15.1,99473.9,0.93,6.12,14.912,15.51,15.27,49500.78,45833.66,41144.0,3.4,1
14.4,15.2,15.18,14.36,49128.62,0.77,5.34,14.7,15.496,15.142,40806.25,40538.11,37521.07,1.68,1
14.02,14.6,14.4,14.02,29640.23,0.38,2.71,15.012,15.589,15.083,40521.34,40836.92,37091.56,1.01,1
14.82,14.93,14.01,13.8,33933.66,-0.86,-5.78,15.368,15.711,15.089,42277.42,40856.24,37507.06,1.16,-1
15.15,15.39,14.85,14.31,35327.51,-0.21,-1.39,15.862,15.815,15.184,43384.88,40285.26,37425.58,1.21,-1
16.5,16.61,15.06,15.06,56001.21,-1.67,-9.98,16.108,15.86,15.22,42166.54,40551.51,36923.42,1.92,-1
15.98,16.75,16.74,15.83,47704.09,0.56,3.46,16.292,15.869,15.237,40269.97,38960.43,36390.4,1.63,1
16.56,16.58,16.18,15.7,38420.64,-0.29,-1.76,16.166,15.642,15.2,41152.5,36408.46,36212.09,1.32,-1
16.35,16.59,16.48,16.22,39470.97,0.39,2.42,16.054,15.479,15.202,39435.06,36783.95,36796.83,1.35,1
15.92,16.18,16.08,15.3,29235.78,0.11,0.69,15.768,15.241,15.156,37185.64,35549.91,36920.67,1.0,1
16.12,16.36,15.98,15.8,46518.39,-0.14,-0.87,15.612,15.03,15.123,38936.48,36454.33,37611.85,1.59,-1
15.6,16.7,16.11,15.55,52116.73,0.5,3.2,15.446,14.788,15.121,37650.88,34504.03,38697.37,1.78,1
15.11,15.71,15.62,15.1,29833.41,0.59,3.92,15.118,14.576,15.08,31664.42,33346.21,38743.47,1.02,1
14.68,15.19,15.05,14.54,28223.87,-0.25,-1.63,14.904,14.467,15.064,34132.84,34157.89,40305.9,0.97,-1
15.02,15.9,15.3,15.02,37989.99,0.15,0.99,14.714,14.552,15.106,33914.19,34565.89,41796.52,1.3,1
14.52,15.25,15.15,14.52,40090.4,0.67,4.63,14.448,14.579,15.225,33972.18,33295.33,43083.57,1.37,1
14.5,14.53,14.47,14.25,22184.43,-0.07,-0.48,14.13,14.604,15.369,31357.17,33820.38,41683.2,0.76,-1
14.15,14.71,14.55,14.05,42175.52,0.46,3.27,14.034,14.758,15.648,35027.99,36015.72,42412.93,1.44,1
13.99,14.28,14.1,13.9,27130.6,0.12,0.86,14.03,14.925,15.912,34182.93,36809.71,43515.56,0.93,1
13.59,14.21,13.97,13.3,38279.97,0.4,2.95,14.39,15.071,16.242,35217.6,38291.43,44501.0,1.31,1
13.96,14.21,13.56,13.4,27015.35,-0.45,-3.21,14.71,15.216,16.692,32618.48,38769.36,46885.12,0.92,-1
14.64,14.69,13.99,13.26,40538.52,-0.51,-3.52,15.078,15.454,17.107,36283.59,42890.71,46969.85,1.39,-1
15.76,15.88,14.53,14.38,37950.22,-1.38,-8.67,15.482,15.583,17.496,37003.44,44140.74,47568.2,1.3,-1
15.78,16.15,15.9,15.66,32303.94,0.32,2.05,15.82,15.66,17.864,39436.48,46453.91,49260.22,1.11,1
15.5,15.81,15.57,15.13,25284.37,0.13,0.84,15.752,15.66,18.229,41365.26,49027.15,49985.07,0.87,1
15.7,16.2,15.4,15.0,45340.89,-0.6,-3.75,15.722,15.87,18.603,44920.24,52871.81,52477.98,1.55,-1
16.05,16.38,16.01,15.75,44137.8,-0.21,-1.29,15.83,16.134,19.038,49497.83,49546.02,53716.3,1.51,-1
15.55,16.25,16.22,15.33,50115.39,0.67,4.31,15.684,16.538,19.428,51278.04,48810.15,54182.43,1.72,1
14.97,15.72,15.56,14.7,41947.85,0.17,1.1,15.5,16.899,19.814,53471.33,50221.42,55042.69,1.44,1
15.71,16.1,15.42,15.21,43059.26,-0.55,-3.44,15.568,17.412,20.236,56689.04,50710.57,58406.8,1.47,-1
14.86,16.0,15.94,14.39,68228.87,0.7,4.59,16.018,18.168,20.631,60823.37,55000.88,60819.12,2.34,1
15.45,15.88,15.28,14.75,53038.81,0.01,0.07,16.438,18.759,20.946,49594.2,51048.98,59500.24,1.82,1
15.9,16.1,15.3,15.0,61081.87,-0.6,-3.77,17.392,19.409,21.298,46342.26,50995.67,59387.8,2.09,-1
16.59,17.24,15.9,15.9,58036.37,-1.77,-10.02,18.298,20.068,21.648,46971.51,52066.53,58356.88,1.99,-1
18.5,18.57,17.67,16.3,63730.94,-0.37,-2.05,19.256,20.797,21.947,44732.11,50942.98,57791.95,2.18,-1
19.7,19.7,18.04,18.04,12083.0,-2.0,-9.98,20.318,21.335,22.174,49178.38,52084.16,61014.55,0.41,-1
19.9,20.28,20.05,19.53,36779.14,0.18,0.91,21.08,21.942,22.337,52503.76,57886.59,63078.9,1.26,1
19.0,21.15,19.83,19.0,64228.1,-0.86,-4.16,21.426,22.317,22.387,55649.07,59554.71,64246.35,2.2,-1
22.8,22.84,20.69,20.68,46839.38,-2.28,-9.93,21.838,22.729,22.497,57161.55,59863.96,64191.02,1.6,-1
21.9,23.38,22.98,21.9,85962.29,1.14,5.22,22.338,23.059,22.535,57153.86,66103.03,64921.16,2.94,1
21.88,21.96,21.85,21.36,28709.9,0.08,0.37,22.352,23.094,22.445,54989.93,66637.36,62594.47,0.98,1
21.86,22.27,21.78,21.3,52505.66,-0.1,-0.46,22.804,23.133,22.393,63269.41,67951.5,63397.64,1.8,-1
23.2,23.4,21.89,21.85,71790.53,-1.31,-5.65,23.208,23.187,22.366,63460.36,67779.93,64901.54,2.46,-1
23.18,23.3,23.19,22.82,46800.9,0.15,0.65,23.62,23.227,22.294,62566.37,64647.24,65422.61,1.6,1
24.05,24.05,23.05,22.88,75142.68,-1.06,-4.4,23.78,23.097,22.193,75052.2,64640.92,67915.0,2.57,-1
23.97,24.44,24.11,23.66,70107.29,0.33,1.39,23.836,23.012,22.217,78284.79,69944.93,66730.18,2.4,1
23.8,24.1,23.8,23.5,53460.38,-0.11,-0.46,23.462,22.731,22.204,72633.58,68271.22,66575.31,1.83,-1
24.2,24.8,23.95,23.7,67320.6,-0.04,-0.17,23.166,22.457,22.196,72099.51,68937.98,67161.6,2.3,-1
23.53,24.66,23.99,23.43,109230.05,0.65,2.79,22.834,22.264,22.163,66728.1,68518.08,68161.18,3.74,1
22.5,23.35,23.33,22.5,91305.61,1.12,5.04,22.414,22.01,22.175,54229.64,63739.3,67789.46,3.13,1
22.59,22.65,22.24,22.15,41851.26,-0.08,-0.36,22.188,21.795,22.204,61605.08,58551.57,69257.21,1.43,-1
22.24,22.66,22.32,22.01,50790.04,0.03,0.14,22.0,21.652,22.293,63908.85,58843.78,74988.29,1.74,1
21.61,22.31,22.29,21.5,40463.54,0.41,1.87,21.748,21.545,22.482,65776.45,62023.15,80695.08,1.39,1
21.81,22.39,21.89,21.6,46737.76,-0.31,-1.4,21.694,21.36,22.67,70308.06,66197.99,83994.79,1.6,-1
21.85,23.36,22.2,21.84,128182.8,0.93,4.37,21.606,21.288,22.823,73248.95,71189.08,90839.46,4.39,1
21.06,21.87,21.3,21.01,53370.13,0.25,1.19,21.402,21.421,22.914,55498.06,63515.43,90435.71,1.83,1
21.93,21.93,21.06,21.0,60128.03,-0.96,-4.36,21.304,21.676,23.082,53778.7,64879.39,95351.19,2.06,-1
21.45,22.15,22.02,21.09,63121.57,0.58,2.71,21.342,21.934,23.268,58269.85,65385.22,102445.8,2.16,1
21.1,21.88,21.45,21.03,61442.24,0.28,1.32,21.026,22.062,23.294,62087.93,67804.28,104367.83,2.1,1
20.66,21.32,21.18,20.66,39428.35,0.36,1.73,20.97,22.34,23.338,69129.2,71839.62,105013.7,1.35,1
21.3,21.37,20.81,20.3,44773.31,-0.4,-1.89,21.44,22.613,23.389,71532.79,79962.84,110108.6,1.53,-1
20.38,22.0,21.25,20.01,82583.76,0.83,4.07,22.048,22.933,23.441,75980.09,91132.81,112911.34,2.83,1
21.18,21.98,20.44,19.29,82211.97,-0.74,-3.49,22.526,23.418,23.423,72500.6,99367.01,112406.99,2.81,-1
23.35,23.43,21.17,21.17,96648.6,-2.35,-9.99,23.098,23.979,23.423,73520.63,101791.59,111634.76,3.31,-1
23.85,24.08,23.53,23.5,51446.29,-0.31,-1.3,23.71,24.357,23.395,74550.04,110489.85,109815.49,1.76,-1
23.4,24.15,23.85,23.4,67009.81,0.23,0.97,23.786,24.407,23.266,88392.9,117356.0,110610.73,2.29,1
23.26,23.75,23.64,22.86,65186.31,0.33,1.42,23.818,24.487,23.104,106285.54,125822.98,112165.27,2.23,1
24.55,24.61,23.3,23.25,87312.13,-0.9,-3.72,24.31,24.602,23.012,126233.41,139506.37,114145.26,2.99,-1
23.93,24.49,24.23,23.53,101795.66,0.32,1.34,24.86,24.526,22.939,130062.55,140931.38,118704.06,3.48,1
23.72,24.26,23.91,23.01,120660.59,-0.12,-0.5,25.004,24.336,22.849,146429.66,138187.78,123305.46,4.13,-1
26.17,26.28,24.01,23.8,156473.0,-2.07,-7.94,25.028,24.165,22.673,146319.11,140254.35,124176.02,5.36,-1
27.62,27.69,26.1,25.9,164925.69,0.04,0.15,25.156,23.949,22.4,145360.43,134689.86,120988.1,5.65,1
24.51,26.28,26.05,24.1,106457.82,1.09,4.37,24.894,23.428,22.092,152779.33,125446.98,116400.75,3.64,1
24.1,26.35,24.95,24.1,183631.2,0.92,3.83,24.192,22.867,21.772,151800.2,121477.94,116252.91,6.29,1
24.62,24.64,24.03,23.68,120107.83,-0.59,-2.4,23.668,22.433,21.545,129945.9,109141.13,115046.76,4.11,-1
24.2,25.1,24.65,23.8,151679.59,-0.14,-0.56,23.302,22.124,21.341,134189.6,103865.45,115390.24,5.19,-1
23.5,24.79,24.79,23.5,202020.19,2.25,9.98,22.742,21.721,21.054,124019.3,98507.55,116786.59,6.92,1
22.04,23.11,22.54,22.04,101562.21,0.21,0.94,21.962,21.421,20.739,98114.64,88784.15,112512.85,3.48,1
22.18,22.65,22.33,22.0,74359.66,0.12,0.54,21.542,21.352,20.453,91155.67,96476.73,112484.83,2.55,1
22.3,23.15,22.2,21.88,141326.34,0.35,1.6,21.198,21.362,20.146,88336.36,108423.15,111193.88,4.84,1
20.95,21.99,21.85,20.93,100828.08,0.96,4.6,20.946,21.181,19.849,73541.3,108097.69,107905.47,3.45,1
20.89,21.33,20.89,20.0,72496.91,0.45,2.2,20.7,20.85,19.54,72995.81,107286.34,107140.64,2.48,1
20.35,21.3,20.44,19.86,66767.37,-0.17,-0.82,20.88,20.756,19.269,79453.67,107354.52,107428.15,2.29,-1
20.85,21.0,20.61,20.5,60263.1,-0.28,-1.34,21.162,20.677,19.001,101797.79,111027.87,106162.2,2.06,-1
21.02,21.36,20.94,20.65,67351.04,0.32,1.55,21.526,20.656,18.735,128509.94,120952.39,106742.05,2.31,1
21.9,22.12,20.62,20.2,98100.62,-1.16,-5.33,21.416,20.558,18.458,142654.08,126915.02,106311.81,3.36,-1
21.49,22.18,21.79,20.39,104786.21,-0.06,-0.28,21.0,20.386,18.185,141576.87,135065.63,105620.38,3.59,-1
23.32,23.46,21.85,21.06,178488.0,-0.58,-2.59,20.632,20.057,17.844,135255.37,136241.55,104451.05,6.11,-1
21.21,22.43,22.43,20.71,193823.84,2.04,10.01,20.192,19.553,17.479,120257.95,128492.93,98549.95,6.63,1
18.65,20.39,20.39,18.65,138071.73,1.85,9.98,19.786,18.929,17.058,113394.85,113964.62,91822.64,4.73,1
19.96,20.5,18.54,18.23,92714.55,-1.39,-6.97,19.7,18.517,16.736,111175.96,107713.25,89358.21,3.17,-1
19.86,20.39,19.95,19.66,73178.73,0.32,1.63,19.772,18.23,16.541,128554.4,106994.94,88712.48,2.5,1
20.55,20.7,19.65,19.56,103500.92,-0.76,-3.72,19.482,17.782,16.211,137227.73,107501.79,89083.0,3.54,-1
20.32,21.0,20.4,19.5,159508.31,0.42,2.1,18.914,17.325,15.951,136727.91,101296.53,90893.05,5.46,1
18.61,20.2,19.96,18.61,126977.31,1.08,5.72,18.072,16.814,15.735,114534.39,92531.7,88662.64,4.35,1
18.15,19.9,18.9,17.81,179606.73,0.4,2.16,17.334,16.358,15.468,104250.53,85708.6,86410.59,6.15,1
16.61,18.5,18.5,16.6,116545.37,1.68,9.99,16.688,15.983,15.254,85435.48,76175.14,82184.37,3.99,1
16.2,17.18,16.81,16.01,101001.85,0.62,3.83,16.082,15.63,15.022,77775.84,72660.54,79388.49,3.46,1
16.11,16.33,16.19,15.99,48540.67,-0.07,-0.43,15.736,15.404,14.82,65865.14,68606.96,76962.9,1.66,-1
